User_ID,Distance_To_Store_Meters,Is_Within_Geofence,Push_Notifications_Count,Days_Since_Last_Visit,Offer_Discount_Pct,Historical_Spend_USD,Conversion_Outcome
USR_001815,551,0,4,7,25,44.28,0
USR_001816,276,0,2,11,10,159.68,1
USR_001817,117,1,1,4,10,60.19,1
USR_001818,255,0,5,18,15,80.41,1
USR_001819,53,1,1,0,10,191.19,1
USR_001820,668,0,3,62,25,145.15,0
USR_001821,147,1,4,14,10,88.95,1
USR_001822,198,1,2,2,30,118.26,1
USR_001823,637,0,1,17,10,93.62,1
USR_001824,587,0,4,21,25,118.27,0
USR_001825,321,0,2,21,10,112.97,1
USR_001826,735,0,3,4,10,139.96,1
USR_001827,107,1,2,44,15,100.2,1
USR_001828,321,0,3,0,15,94.9,1
USR_001829,108,1,4,6,15,133.99,1
USR_001830,529,0,3,1,20,76.23,1
USR_001831,517,0,2,6,30,117.19,1
USR_001832,769,0,3,0,30,79.22,0
USR_001833,249,0,4,14,15,82.24,1
USR_001834,910,0,1,0,10,138.73,0
USR_001835,100,1,5,13,10,103.46,1
USR_001836,239,0,2,3,10,184.77,0
USR_001837,103,1,1,2,10,75.17,1
USR_001838,289,0,4,5,30,158.49,1
USR_001839,112,1,1,14,15,75.41,1
USR_001840,530,0,4,12,20,10.0,0
USR_001841,353,0,3,15,30,163.0,1
USR_001842,92,1,3,35,10,89.83,1
USR_001843,448,0,3,3,20,143.17,0
USR_001844,701,0,3,7,20,74.23,0
USR_001845,378,0,2,4,25,95.11,1
USR_001846,67,1,1,12,10,138.4,1
USR_001847,222,0,2,4,15,90.83,1
USR_001848,413,0,3,11,20,180.23,0
USR_001849,205,0,3,24,20,133.94,1
USR_001850,99,1,2,11,20,92.04,1
USR_001851,571,0,2,25,15,112.29,0
USR_001852,198,1,3,13,15,91.81,1
USR_001853,701,0,1,28,30,138.99,0
USR_001854,162,1,2,37,10,156.61,0
USR_001855,189,1,2,9,10,166.45,1
USR_001856,151,1,3,21,10,122.1,1
USR_001857,219,0,2,8,10,111.02,0
USR_001858,349,0,3,17,25,194.11,1
USR_001859,104,1,3,0,20,142.97,1
USR_001860,86,1,1,47,30,134.81,1
USR_001861,44,1,2,31,25,104.53,1
USR_001862,38,1,2,31,15,101.61,1
USR_001863,68,1,6,4,20,84.87,1
USR_001864,161,1,2,4,15,144.07,1
USR_001865,286,0,1,7,25,141.12,1
USR_001866,335,0,2,29,20,74.93,1
USR_001867,276,0,2,27,10,192.26,1
USR_001868,649,0,6,4,10,129.98,0
USR_001869,788,0,2,10,20,162.93,0
USR_001870,199,1,2,9,10,48.3,1
USR_001871,105,1,2,14,15,85.89,1
USR_001872,947,0,1,3,10,122.25,0
USR_001873,558,0,3,1,20,114.82,1
USR_001874,531,0,4,0,10,74.63,1
USR_001875,155,1,2,6,20,57.63,1
USR_001876,456,0,2,41,15,130.86,1
USR_001877,277,0,2,16,15,55.34,1
USR_001878,235,0,3,19,15,116.89,0
USR_001879,235,0,3,40,10,10.0,0
USR_001880,361,0,1,7,30,157.78,1
USR_001881,663,0,3,9,10,69.9,1
USR_001882,998,0,2,6,15,104.34,0
USR_001883,179,1,4,2,10,95.17,1
USR_001884,289,0,3,20,15,129.23,0
USR_001885,231,0,4,33,10,46.92,0
USR_001886,344,0,3,23,15,89.68,1
USR_001887,209,0,2,0,10,100.98,1
USR_001888,140,1,3,4,15,122.07,1
USR_001889,179,1,2,12,10,190.57,1
USR_001890,157,1,1,5,15,103.03,1
USR_001891,222,0,3,2,10,125.96,1
USR_001892,73,1,2,10,15,76.79,1
USR_001893,160,1,4,10,15,196.16,1
USR_001894,341,0,2,17,20,69.04,0
USR_001895,340,0,3,90,20,135.65,1
USR_001896,302,0,2,14,15,172.21,0
USR_001897,625,0,1,5,30,87.43,0
USR_001898,351,0,1,43,20,70.62,1
USR_001899,611,0,2,11,15,134.17,1
USR_001900,998,0,5,14,10,152.42,1
USR_001901,464,0,3,6,15,73.0,0
USR_001902,74,1,3,8,20,132.51,1
USR_001903,311,0,4,7,10,62.21,0
USR_001904,278,0,3,38,25,68.18,1
USR_001905,701,0,2,23,15,88.2,1
USR_001906,229,0,2,1,10,106.52,1
USR_001907,124,1,1,5,15,10.0,1
USR_001908,168,1,1,0,15,104.17,1
USR_001909,77,1,4,10,20,136.71,0
USR_001910,895,0,4,4,10,139.51,1
USR_001911,253,0,2,1,10,176.7,0
USR_001912,84,1,2,20,15,40.51,1
USR_001913,743,0,2,1,10,104.94,0
USR_001914,826,0,1,4,10,211.79,1
USR_001915,285,0,3,20,20,137.45,1
USR_001916,70,1,4,10,10,108.8,1
USR_001917,171,1,1,23,25,129.59,1
USR_001918,210,0,6,7,15,134.36,1
USR_001919,260,0,2,23,20,265.59,1
USR_001920,95,1,6,10,15,67.9,1
USR_001921,491,0,2,1,10,78.39,1
USR_001922,23,1,3,8,10,118.76,1
USR_001923,546,0,3,11,20,127.38,1
USR_001924,626,0,2,13,20,186.08,1
USR_001925,186,1,3,36,15,79.42,0
USR_001926,237,0,3,2,20,51.98,1
USR_001927,678,0,3,13,25,48.09,0
USR_001928,402,0,3,19,15,48.07,1
USR_001929,191,1,1,30,20,59.09,1
USR_001930,210,0,4,10,30,160.23,1
USR_001931,362,0,2,3,10,127.13,1
USR_001932,843,0,2,23,10,159.48,1
USR_001933,216,0,1,32,15,86.12,0
USR_001934,187,1,2,1,15,155.51,1
USR_001935,258,0,4,3,10,69.08,0
USR_001936,260,0,3,28,10,87.98,0
USR_001937,317,0,4,9,10,154.59,0
USR_001938,238,0,3,2,10,10.0,0
USR_001939,568,0,1,14,15,157.71,0
USR_001940,115,1,1,8,10,103.66,1
USR_001941,343,0,2,48,20,190.73,1
USR_001942,353,0,2,3,20,83.83,0
USR_001943,125,1,3,6,20,105.72,1
USR_001944,341,0,5,2,25,134.06,0
USR_001945,360,0,3,0,10,84.56,0
USR_001946,11,1,1,4,10,142.38,1
USR_001947,105,1,2,23,25,137.36,1
USR_001948,716,0,4,4,10,187.98,1
USR_001949,153,1,2,16,20,253.94,1
USR_001950,84,1,3,10,10,183.2,1
USR_001951,36,1,3,10,15,94.95,1
USR_001952,96,1,3,21,30,114.52,1
USR_001953,230,0,5,13,20,102.13,0
USR_001954,78,1,3,2,15,121.97,1
USR_001955,405,0,1,3,20,111.3,1
USR_001956,123,1,3,10,10,134.31,1
USR_001957,319,0,3,26,30,155.99,0
USR_001958,649,0,1,2,15,208.89,1
USR_001959,622,0,2,1,30,50.36,0
USR_001960,315,0,4,10,20,166.27,1
USR_001961,90,1,2,2,10,192.57,1
USR_001962,243,0,3,72,20,105.27,0
USR_001963,323,0,5,0,15,51.41,1
USR_001964,1119,0,5,8,20,85.31,0
USR_001965,36,1,6,2,20,118.84,1
USR_001966,243,0,3,15,15,97.46,0
USR_001967,395,0,5,13,10,70.71,0
USR_001968,274,0,1,23,30,165.41,1
USR_001969,297,0,3,11,15,182.26,1
USR_001970,130,1,2,2,10,87.08,1
USR_001971,485,0,2,0,20,116.06,0
USR_001972,260,0,3,17,20,135.13,1
USR_001973,297,0,5,8,25,158.96,1
USR_001974,521,0,4,3,10,168.95,0
USR_001975,196,1,4,4,15,120.08,0
USR_001976,599,0,1,2,15,153.07,1
USR_001977,75,1,2,4,30,67.98,1
USR_001978,309,0,2,21,15,133.86,1
USR_001979,123,1,3,13,15,155.11,1
USR_001980,95,1,3,61,10,58.35,1
USR_001981,836,0,4,10,25,38.54,0
USR_001982,80,1,1,10,10,210.03,1
USR_001983,264,0,4,2,25,73.47,1
USR_001984,73,1,6,12,20,156.58,1
USR_001985,575,0,2,13,15,78.42,1
USR_001986,180,1,5,3,20,146.54,1
USR_001987,519,0,1,1,20,74.35,1
USR_001988,386,0,6,6,20,119.38,1
USR_001989,1014,0,1,2,20,179.66,0
USR_001990,59,1,2,9,25,123.2,1
USR_001991,104,1,4,10,15,27.65,1
USR_001992,500,0,2,13,15,111.25,1
USR_001993,320,0,4,12,30,103.59,1
USR_001994,208,0,4,15,15,77.9,1
USR_001995,894,0,2,3,20,105.79,0
USR_001996,250,0,1,18,15,166.58,1
USR_001997,127,1,2,10,15,243.1,1
USR_001998,523,0,4,8,15,157.1,1
USR_001999,256,0,2,14,10,72.87,1
USR_002000,272,0,2,9,30,63.24,1
USR_002001,409,0,2,10,15,63.86,1
USR_002002,420,0,2,0,10,122.53,1
USR_002003,103,1,4,22,20,122.14,1
USR_002004,198,1,3,7,10,125.34,1
USR_002005,67,1,5,10,15,114.99,1
USR_002006,324,0,2,6,15,75.89,0
USR_002007,826,0,1,11,10,90.24,0
USR_002008,107,1,5,0,30,110.45,1
USR_002009,54,1,1,6,15,178.89,1
USR_002010,146,1,1,15,10,86.5,1
USR_002011,207,0,6,39,25,107.44,1
USR_002012,423,0,3,26,15,198.96,1
USR_002013,189,1,2,46,20,142.67,1
USR_002014,328,0,2,21,20,100.8,1
USR_002015,165,1,5,14,10,60.74,1
USR_002016,216,0,2,7,10,178.5,0
USR_002017,123,1,2,1,20,128.89,1
USR_002018,90,1,2,4,20,130.37,1
USR_002019,434,0,1,4,10,156.08,1
USR_002020,175,1,4,7,10,122.5,1
USR_002021,346,0,5,13,10,95.7,1
USR_002022,121,1,1,13,10,138.6,1
USR_002023,251,0,4,8,15,62.12,1
USR_002024,24,1,5,4,10,71.18,1
USR_002025,186,1,3,0,10,135.78,1
USR_002026,133,1,1,62,15,203.14,1
USR_002027,559,0,2,39,15,160.73,1
USR_002028,76,1,3,2,25,84.27,1
USR_002029,223,0,4,13,15,171.16,1
USR_002030,321,0,1,4,10,146.86,0
USR_002031,507,0,4,3,15,149.35,1
USR_002032,459,0,1,16,10,183.82,1
USR_002033,237,0,2,21,10,100.82,0
USR_002034,264,0,5,7,10,99.03,0
USR_002035,559,0,2,0,15,140.86,0
USR_002036,234,0,1,7,10,136.83,1
USR_002037,286,0,3,10,10,134.52,1
USR_002038,571,0,3,31,20,120.07,0
USR_002039,1106,0,5,14,25,166.75,0
USR_002040,304,0,3,17,10,78.68,1
USR_002041,368,0,1,3,10,173.11,0
USR_002042,450,0,3,17,25,156.57,1
USR_002043,567,0,1,9,10,52.72,0
USR_002044,515,0,2,24,15,97.87,0
USR_002045,154,1,3,3,15,63.44,0
USR_002046,320,0,6,10,25,102.66,1
USR_002047,518,0,3,3,10,135.02,0
USR_002048,649,0,3,4,25,88.35,1
USR_002049,223,0,4,24,15,122.94,0
USR_002050,314,0,1,16,20,69.86,1
USR_002051,341,0,6,18,20,187.03,0
USR_002052,257,0,2,0,20,149.62,1
USR_002053,308,0,6,18,10,90.17,1
USR_002054,1550,0,2,9,15,147.17,0
USR_002055,216,0,1,8,10,142.28,1
USR_002056,229,0,5,7,10,31.29,0
USR_002057,48,1,4,26,20,114.42,0
USR_002058,39,1,1,2,20,137.88,1
USR_002059,359,0,3,23,10,111.53,0
USR_002060,519,0,5,36,20,195.07,0
USR_002061,455,0,3,2,10,160.31,0
USR_002062,121,1,1,90,15,91.58,1
USR_002063,437,0,5,65,30,37.11,0
USR_002064,227,0,3,13,10,142.28,0
USR_002065,184,1,3,4,10,26.22,1
USR_002066,69,1,2,7,10,128.62,1
USR_002067,135,1,2,2,30,113.95,1
USR_002068,365,0,3,1,10,60.36,0
USR_002069,317,0,3,17,20,40.13,1
USR_002070,283,0,4,12,20,87.62,1
USR_002071,20,1,2,11,30,77.32,1
USR_002072,286,0,2,3,15,133.65,1
USR_002073,152,1,1,3,15,55.01,1
USR_002074,319,0,3,64,25,194.55,0
USR_002075,579,0,3,13,10,28.85,0
USR_002076,172,1,2,23,15,150.91,1
USR_002077,270,0,2,6,20,141.75,1
USR_002078,890,0,6,25,20,162.29,0
USR_002079,307,0,5,17,10,10.0,0
USR_002080,245,0,4,6,25,91.79,1
USR_002081,123,1,3,17,25,84.47,1
USR_002082,445,0,3,36,15,119.26,0
USR_002083,104,1,1,3,15,140.78,1
USR_002084,596,0,1,11,15,109.99,0
USR_002085,402,0,1,47,30,100.08,1
USR_002086,157,1,3,24,15,136.72,1
USR_002087,127,1,3,13,10,164.77,1
USR_002088,129,1,3,1,20,81.62,0
USR_002089,39,1,1,7,25,61.64,1
USR_002090,352,0,6,14,20,212.47,0
USR_002091,24,1,2,7,10,185.66,1
USR_002092,233,0,2,81,10,116.81,0
USR_002093,222,0,3,19,15,177.99,0
USR_002094,191,1,2,2,10,214.61,1
USR_002095,351,0,1,9,15,51.3,1
USR_002096,157,1,4,6,15,73.52,1
USR_002097,286,0,2,12,10,138.15,1
USR_002098,596,0,3,8,20,130.04,1
USR_002099,381,0,5,3,15,118.98,0
USR_002100,178,1,6,18,10,99.68,0
USR_002101,251,0,6,1,30,43.48,1
USR_002102,192,1,1,10,20,143.68,1
USR_002103,219,0,6,5,10,76.61,1
USR_002104,293,0,3,47,25,151.94,0
USR_002105,65,1,3,5,15,111.09,1
USR_002106,50,1,1,5,10,118.11,1
USR_002107,113,1,6,17,10,138.68,1
USR_002108,363,0,3,1,20,100.53,1
USR_002109,399,0,4,5,30,78.3,0
USR_002110,442,0,3,16,10,122.75,1
USR_002111,118,1,3,0,15,178.71,1
USR_002112,269,0,3,5,10,91.73,0
USR_002113,182,1,5,0,15,73.82,1
USR_002114,226,0,3,2,25,112.22,1
USR_002115,180,1,4,12,10,77.92,1
USR_002116,305,0,2,8,10,122.65,1
USR_002117,141,1,2,2,10,110.05,1
USR_002118,552,0,1,1,10,44.98,1
USR_002119,555,0,3,0,10,153.56,1
USR_002120,355,0,1,1,20,72.19,1
USR_002121,509,0,1,1,10,61.51,0
USR_002122,63,1,2,1,20,164.67,1
USR_002123,574,0,3,0,10,41.19,1
USR_002124,330,0,3,16,10,60.45,0
USR_002125,148,1,4,39,15,107.73,1
USR_002126,136,1,2,27,15,114.99,1
USR_002127,708,0,3,4,10,193.61,0
USR_002128,447,0,2,3,15,101.14,1
USR_002129,222,0,3,0,25,93.37,1
USR_002130,62,1,3,2,15,174.8,1
USR_002131,594,0,4,11,10,50.45,0
USR_002132,91,1,1,87,15,68.79,1
USR_002133,185,1,3,27,15,152.29,0
USR_002134,221,0,2,10,10,77.82,0
USR_002135,134,1,2,7,10,110.43,1
USR_002136,214,0,1,2,10,160.31,1
USR_002137,248,0,3,7,30,115.96,1
USR_002138,210,0,3,12,15,201.29,1
USR_002139,317,0,3,12,15,121.55,1
USR_002140,726,0,1,11,15,71.07,1
USR_002141,65,1,3,24,20,159.31,1
USR_002142,281,0,2,9,15,65.9,1
USR_002143,92,1,2,8,20,206.42,1
USR_002144,59,1,3,5,10,95.22,1
USR_002145,482,0,2,2,10,192.19,1
USR_002146,300,0,2,0,15,114.82,1
USR_002147,55,1,2,5,20,74.72,1
USR_002148,213,0,3,14,20,156.84,0
USR_002149,114,1,2,11,15,207.4,1
USR_002150,219,0,2,10,10,165.66,1
USR_002151,409,0,1,20,10,83.26,0
USR_002152,380,0,1,3,15,147.87,1
USR_002153,181,1,1,15,20,10.0,1
USR_002154,498,0,2,13,15,178.39,1
USR_002155,628,0,2,5,15,132.48,0
USR_002156,414,0,4,3,10,44.02,0
USR_002157,157,1,1,11,10,127.17,1
USR_002158,225,0,2,40,20,130.9,1
USR_002159,711,0,1,1,15,195.43,0
USR_002160,192,1,3,42,30,139.01,1
USR_002161,381,0,5,8,10,150.86,0
USR_002162,132,1,1,17,15,159.98,1
USR_002163,500,0,1,22,10,136.89,1
USR_002164,119,1,1,2,10,141.99,1
USR_002165,233,0,3,0,20,123.4,0
USR_002166,371,0,2,1,30,178.27,1
USR_002167,808,0,1,5,10,19.01,0
USR_002168,295,0,2,43,10,122.16,0
USR_002169,202,0,4,0,30,206.75,0
USR_002170,190,1,5,35,20,117.03,1
USR_002171,485,0,2,11,15,72.98,1
USR_002172,350,0,3,1,15,87.9,0
USR_002173,403,0,4,2,20,174.11,1
USR_002174,677,0,1,16,20,153.06,0
USR_002175,261,0,2,13,20,182.81,0
USR_002176,332,0,3,2,25,205.88,0
USR_002177,188,1,2,32,15,137.78,1
USR_002178,128,1,5,1,10,138.8,1
USR_002179,151,1,5,10,15,48.05,1
USR_002180,14,1,1,10,10,116.27,1
USR_002181,369,0,2,28,15,83.47,0
USR_002182,342,0,2,0,15,36.96,1
USR_002183,363,0,2,2,10,135.73,0
USR_002184,120,1,3,2,25,70.35,1
USR_002185,153,1,2,0,10,140.52,1
USR_002186,149,1,1,13,20,81.02,1
USR_002187,534,0,3,3,20,174.52,1
USR_002188,287,0,2,12,10,130.37,1
USR_002189,259,0,3,21,15,156.83,1
USR_002190,430,0,6,7,15,110.75,0
USR_002191,149,1,3,20,25,141.74,1
USR_002192,327,0,3,21,20,117.08,1
USR_002193,878,0,1,4,10,123.66,0
USR_002194,592,0,2,0,15,143.54,1
USR_002195,323,0,1,1,15,66.86,1
USR_002196,267,0,2,24,10,152.71,0
USR_002197,361,0,3,7,10,77.33,1
USR_002198,648,0,5,25,25,47.05,0
USR_002199,617,0,4,11,20,194.37,0
USR_002200,721,0,2,3,15,88.94,1
USR_002201,300,0,2,17,20,237.38,1
USR_002202,24,1,3,11,30,150.76,1
USR_002203,838,0,2,6,30,184.02,1
USR_002204,127,1,1,1,10,90.82,1
USR_002205,425,0,1,1,15,59.89,1
USR_002206,25,1,2,2,15,66.63,1
USR_002207,255,0,2,15,15,170.59,1
USR_002208,192,1,4,18,10,103.97,1
USR_002209,722,0,2,13,30,109.51,1
USR_002210,326,0,3,5,20,52.93,1
USR_002211,253,0,4,8,10,90.49,1
USR_002212,353,0,6,17,10,110.76,1
USR_002213,6,1,4,15,10,118.76,1
USR_002214,146,1,2,20,15,135.07,1
USR_002215,166,1,1,3,25,96.72,1
USR_002216,393,0,2,0,20,86.79,1
USR_002217,103,1,5,4,20,190.59,1
USR_002218,290,0,1,5,10,75.3,0
USR_002219,234,0,3,45,30,77.79,1
USR_002220,153,1,3,3,10,151.99,1
USR_002221,162,1,2,24,30,26.21,1
USR_002222,233,0,1,13,15,88.15,1
USR_002223,35,1,3,2,15,157.2,1
USR_002224,434,0,4,7,20,215.95,1
USR_002225,127,1,1,9,10,57.41,1
USR_002226,202,0,4,5,25,109.89,1
USR_002227,704,0,1,3,30,105.69,0
USR_002228,439,0,2,4,10,93.41,1
USR_002229,86,1,4,12,10,127.13,1
USR_002230,5,1,3,16,15,89.92,1
USR_002231,364,0,3,8,15,99.55,1
USR_002232,209,0,1,39,10,156.35,1
USR_002233,291,0,2,18,20,78.51,1
USR_002234,429,0,3,31,10,134.89,0
USR_002235,477,0,1,9,30,153.44,1
USR_002236,177,1,4,0,20,69.58,1
USR_002237,230,0,1,12,10,181.55,1
USR_002238,334,0,3,23,30,162.94,0
USR_002239,350,0,2,10,10,56.12,1
USR_002240,289,0,3,11,20,205.91,1
USR_002241,653,0,3,51,20,210.06,1
USR_002242,347,0,3,6,15,102.59,1
USR_002243,425,0,2,22,30,107.85,1
USR_002244,308,0,2,9,20,101.98,1
USR_002245,102,1,2,8,25,121.94,1
USR_002246,146,1,5,2,25,68.81,1
USR_002247,83,1,2,19,20,106.02,1
USR_002248,514,0,2,24,15,127.8,0
USR_002249,54,1,5,7,10,39.38,1
USR_002250,222,0,1,20,10,167.17,1
USR_002251,186,1,2,12,15,41.69,1
USR_002252,182,1,2,4,15,116.84,1
USR_002253,195,1,4,36,10,113.5,1
USR_002254,736,0,2,16,30,169.66,1
USR_002255,32,1,3,29,25,139.51,1
USR_002256,599,0,3,4,15,97.31,0
USR_002257,209,0,3,34,25,115.55,0
USR_002258,456,0,4,6,10,194.3,0
USR_002259,265,0,2,0,10,151.88,1
USR_002260,91,1,4,1,30,189.23,1
USR_002261,638,0,1,1,20,151.44,1
USR_002262,573,0,3,3,20,171.45,0
USR_002263,98,1,6,2,25,201.25,1
USR_002264,383,0,2,0,10,191.48,1
USR_002265,152,1,2,31,20,117.15,1
USR_002266,57,1,2,24,15,104.05,1
USR_002267,127,1,2,20,25,48.53,1
USR_002268,613,0,5,9,15,122.34,0
USR_002269,463,0,1,7,20,59.61,1
USR_002270,197,1,3,7,30,56.56,1
USR_002271,615,0,3,4,15,139.75,0
USR_002272,544,0,3,13,15,114.27,1
USR_002273,127,1,4,0,15,43.24,1
USR_002274,716,0,3,15,20,156.1,1
USR_002275,184,1,3,10,25,157.45,1
USR_002276,205,0,4,23,10,98.92,0
USR_002277,33,1,3,50,30,164.02,1
USR_002278,149,1,3,29,20,137.77,1
USR_002279,224,0,2,17,10,150.7,1
USR_002280,314,0,2,7,15,130.63,1
USR_002281,92,1,5,3,10,170.41,1
USR_002282,132,1,3,15,10,105.61,1
USR_002283,727,0,1,3,20,143.32,1
USR_002284,519,0,3,0,10,75.4,1
USR_002285,586,0,4,11,15,138.39,0
USR_002286,239,0,2,7,25,19.7,0
USR_002287,321,0,4,29,15,139.97,1
USR_002288,390,0,2,14,15,193.3,1
USR_002289,720,0,5,14,10,143.63,1
USR_002290,56,1,2,21,20,114.78,1
USR_002291,162,1,2,5,30,115.34,1
USR_002292,300,0,1,44,20,192.14,1
USR_002293,267,0,2,3,10,145.06,0
USR_002294,131,1,1,28,15,107.1,1
USR_002295,366,0,3,33,10,148.38,0
USR_002296,168,1,2,0,15,119.77,1
USR_002297,252,0,6,13,20,153.06,1
USR_002298,354,0,1,19,30,96.77,1
USR_002299,175,1,2,43,15,101.49,1
USR_002300,437,0,1,4,20,91.81,1
USR_002301,493,0,3,11,10,104.07,0
USR_002302,135,1,6,20,10,87.08,1
USR_002303,167,1,5,2,10,192.19,1
USR_002304,105,1,1,26,10,169.23,1
USR_002305,248,0,2,7,15,46.84,0
USR_002306,314,0,2,14,30,29.34,1
USR_002307,189,1,4,0,20,122.35,1
USR_002308,307,0,3,3,15,81.28,1
USR_002309,163,1,3,9,15,69.32,1
USR_002310,168,1,3,4,10,223.31,1
USR_002311,326,0,4,44,10,99.35,0
USR_002312,177,1,4,22,10,67.85,1
USR_002313,237,0,6,28,15,60.83,0
USR_002314,334,0,5,8,10,204.99,0
USR_002315,304,0,3,8,20,102.19,1
USR_002316,165,1,3,22,30,141.74,0
USR_002317,528,0,3,6,10,138.59,0
USR_002318,377,0,3,9,25,107.65,1
USR_002319,300,0,2,10,10,215.23,1
USR_002320,92,1,3,13,20,100.05,1
USR_002321,272,0,4,14,10,54.88,1
USR_002322,147,1,3,15,10,55.09,1
USR_002323,358,0,2,8,10,126.37,1
USR_002324,5,1,1,4,10,178.01,1
USR_002325,203,0,3,35,30,127.37,1
USR_002326,159,1,2,24,15,58.38,0
USR_002327,438,0,1,0,10,109.58,1
USR_002328,35,1,3,10,10,67.01,1
USR_002329,258,0,3,4,20,92.02,0
USR_002330,374,0,3,14,20,80.04,0
USR_002331,809,0,5,9,30,74.36,1
USR_002332,167,1,4,0,20,86.75,1
USR_002333,318,0,1,18,15,88.82,1
USR_002334,38,1,2,4,10,98.64,1
USR_002335,248,0,3,4,10,93.53,1
USR_002336,554,0,2,0,25,175.87,0
USR_002337,814,0,2,24,20,67.46,0
USR_002338,340,0,3,12,20,45.45,0
USR_002339,52,1,2,9,15,133.3,1
USR_002340,615,0,3,15,15,119.03,0
USR_002341,53,1,3,5,20,59.73,1
USR_002342,84,1,1,11,20,201.43,1
USR_002343,650,0,3,4,20,127.09,1
USR_002344,235,0,1,0,15,176.49,1
USR_002345,152,1,4,11,15,121.04,1
USR_002346,411,0,3,3,20,178.68,1
USR_002347,283,0,3,19,15,202.18,1
USR_002348,521,0,2,8,20,58.13,0
USR_002349,293,0,2,4,10,67.42,1
USR_002350,298,0,3,13,15,104.6,1
USR_002351,508,0,5,1,15,121.27,0
USR_002352,232,0,4,20,25,160.07,1
USR_002353,114,1,3,8,15,128.71,1
USR_002354,427,0,2,23,20,125.28,1
USR_002355,197,1,3,2,10,124.65,1
USR_002356,310,0,3,6,15,168.43,1
USR_002357,28,1,3,2,20,103.27,1
USR_002358,225,0,2,0,25,174.35,1
USR_002359,161,1,1,43,20,132.43,0
USR_002360,27,1,2,18,15,119.09,1
USR_002361,230,0,3,5,10,67.74,1
USR_002362,237,0,4,3,15,136.03,1
USR_002363,327,0,2,3,15,102.68,0
USR_002364,548,0,2,0,10,123.21,0
USR_002365,489,0,2,1,30,94.92,1
USR_002366,171,1,4,1,15,163.75,1
USR_002367,287,0,2,15,20,174.21,1
USR_002368,361,0,3,12,15,87.25,1
USR_002369,175,1,2,11,20,123.13,1
USR_002370,58,1,3,18,20,76.49,1
USR_002371,211,0,3,4,10,84.22,0
USR_002372,564,0,3,5,20,108.34,1
USR_002373,55,1,3,1,20,161.37,1
USR_002374,103,1,4,12,20,54.97,1
USR_002375,125,1,2,37,15,82.77,1
USR_002376,104,1,1,27,20,136.25,1
USR_002377,412,0,2,11,15,63.5,1
USR_002378,146,1,3,14,10,172.81,1
USR_002379,420,0,2,68,10,160.89,0
USR_002380,258,0,4,10,15,146.47,1
USR_002381,41,1,3,28,15,122.36,1
USR_002382,178,1,2,9,10,72.79,0
USR_002383,499,0,4,0,15,62.93,0
USR_002384,281,0,2,38,15,72.08,1
USR_002385,190,1,6,1,15,140.3,0
USR_002386,568,0,2,17,10,80.02,0
USR_002387,94,1,3,3,30,122.42,1
USR_002388,151,1,6,32,15,33.27,1
USR_002389,468,0,4,3,20,121.71,1
USR_002390,406,0,3,2,15,112.07,0
USR_002391,86,1,3,8,20,100.04,1
USR_002392,353,0,2,9,15,128.08,1
USR_002393,144,1,1,23,15,201.36,1
USR_002394,25,1,2,20,30,132.35,1
USR_002395,193,1,2,5,25,95.7,1
USR_002396,848,0,6,6,10,69.79,0
USR_002397,505,0,1,12,20,86.47,0
USR_002398,240,0,2,11,20,114.24,1
USR_002399,51,1,3,27,10,133.66,1
USR_002400,26,1,5,8,30,103.18,0
USR_002401,259,0,5,31,10,73.43,1
USR_002402,336,0,1,3,30,52.82,1
USR_002403,415,0,1,28,20,114.01,1
USR_002404,382,0,5,5,15,86.79,0
USR_002405,406,0,1,21,20,130.33,0
USR_002406,307,0,4,11,20,95.81,0
USR_002407,560,0,1,29,20,61.79,1
USR_002408,161,1,1,3,25,75.24,1
USR_002409,256,0,2,16,15,180.62,0
USR_002410,41,1,6,26,15,167.8,1
USR_002411,158,1,2,20,25,174.13,1
USR_002412,496,0,6,11,20,146.02,1
USR_002413,397,0,4,15,10,142.78,0
USR_002414,14,1,4,3,20,127.08,1
USR_002415,890,0,2,3,30,164.09,1
USR_002416,281,0,4,4,20,127.59,0
USR_002417,285,0,2,24,15,171.64,1
USR_002418,149,1,2,2,10,178.47,1
USR_002419,179,1,6,4,30,103.21,1
USR_002420,279,0,4,35,20,158.06,0
USR_002421,381,0,2,19,10,96.43,1
USR_002422,318,0,2,18,30,114.48,1
USR_002423,160,1,3,8,15,85.16,1
USR_002424,113,1,1,16,10,159.69,1
USR_002425,105,1,2,11,10,129.36,1
USR_002426,522,0,2,1,30,144.64,1
USR_002427,480,0,1,12,15,165.72,1
USR_002428,356,0,3,8,15,95.96,0
USR_002429,520,0,2,1,15,102.04,0
USR_002430,226,0,3,5,20,136.84,1
USR_002431,452,0,2,31,15,108.36,1
USR_002432,370,0,2,22,15,120.99,1
USR_002433,460,0,2,34,20,178.59,0
USR_002434,95,1,3,17,15,73.01,1
USR_002435,304,0,3,14,20,82.21,1
USR_002436,188,1,1,2,30,102.46,1
USR_002437,19,1,2,1,30,142.85,1
USR_002438,580,0,2,3,15,123.83,0
USR_002439,481,0,3,5,10,155.01,0
USR_002440,324,0,1,13,10,112.71,1
USR_002441,119,1,2,29,25,132.44,1
USR_002442,39,1,2,30,10,149.94,1
USR_002443,19,1,6,16,10,129.17,1
USR_002444,157,1,2,11,20,94.39,1
USR_002445,410,0,2,3,30,191.22,1
USR_002446,189,1,3,38,10,199.66,1
